documento_id,cliente_id,fecha_factura,fecha_vencimiento,monto_factura_cop,saldo_cop,estado,dias_mora,region,ciudad
640,62,2023-03-01,2023-03-31,25935408,0,Pagado,0,Caribe,Barranquilla
641,9,2024-10-17,2024-12-16,3090972,0,Pagado,0,Llanos,Villavicencio
642,197,2022-05-10,2022-08-08,17371872,0,Pagado,0,Santanderes,Barrancabermeja
643,52,2022-06-20,2022-08-19,5092758,0,Pagado,0,Eje Cafetero,Pereira
644,176,2022-01-06,2022-04-06,26262720,0,Pagado,0,Eje Cafetero,Pereira
645,35,2022-03-24,2022-05-23,4668696,0,Pagado,0,Llanos,Villavicencio
646,200,2024-01-14,2024-02-13,29291766,0,Pagado,0,Llanos,Yopal
647,44,2022-05-14,2022-08-12,9558981,0,Pagado,0,Caribe,Cartagena
648,148,2024-01-02,2024-03-02,8951562,0,Pagado,0,Llanos,Villavicencio
649,210,2023-11-02,2024-01-01,7097792,7040924,En mora,365,Llanos,Yopal
650,22,2023-04-21,2023-06-20,41043814,0,Pagado,0,Llanos,Yopal
651,141,2024-06-10,2024-08-09,16308810,0,Pagado,0,Santanderes,Bucaramanga
652,132,2022-04-22,2022-05-22,577609,242446,En mora,954,Eje Cafetero,Pereira
653,105,2023-04-29,2023-07-28,3472464,0,Pagado,0,Eje Cafetero,Pereira
654,74,2022-11-30,2023-01-29,24531477,0,Pagado,0,Santanderes,Barrancabermeja
655,71,2023-07-27,2023-10-25,6068751,0,Pagado,0,Caribe,Santa Marta
656,46,2023-07-08,2023-08-07,20751360,0,Pagado,0,Santanderes,Bucaramanga
657,171,2022-03-22,2022-06-20,45664500,0,Pagado,0,Caribe,Valledupar
658,63,2023-11-19,2024-01-18,15358734,0,Pagado,0,Llanos,Villavicencio
659,20,2022-02-22,2022-05-23,7385826,4450917,En mora,953,Pacífico,Popayán
660,62,2023-03-27,2023-04-26,47084037,0,Pagado,0,Caribe,Barranquilla
661,28,2023-11-23,2024-01-22,832377,0,Pagado,0,Caribe,Valledupar
662,198,2022-07-27,2022-08-26,13462920,0,Pagado,0,Caribe,Santa Marta
663,141,2023-10-08,2023-12-07,3526875,0,Pagado,0,Santanderes,Bucaramanga
664,69,2024-05-21,2024-07-20,4045834,2405506,En mora,164,Santanderes,Bucaramanga
665,70,2024-01-25,2024-02-24,53578188,0,Pagado,0,Pacífico,Buenaventura
666,75,2023-12-05,2024-01-04,1028748,592677,En mora,362,Eje Cafetero,Pereira
667,40,2023-02-26,2023-03-28,33633475,0,Pagado,0,Pacífico,Buenaventura
668,209,2022-05-23,2022-07-22,6268908,4830423,En mora,893,Caribe,Barranquilla
669,178,2023-07-04,2023-10-02,1060480,0,Pagado,0,Caribe,Sincelejo
670,116,2022-03-08,2022-06-06,13298400,13118416,En mora,939,Llanos,Arauca
671,59,2023-07-07,2023-09-05,333110,0,Pagado,0,Pacífico,Pasto
672,102,2024-02-27,2024-05-27,11991465,0,Pagado,0,Santanderes,Bucaramanga
673,116,2022-12-22,2023-01-21,52639500,0,Pagado,0,Llanos,Arauca
674,190,2023-06-17,2023-07-17,10036929,0,Pagado,0,Eje Cafetero,Manizales
675,53,2022-08-25,2022-11-23,2347488,0,Pagado,0,Santanderes,Cúcuta
676,111,2022-03-27,2022-06-25,5569858,0,Pagado,0,Pacífico,Cali
677,11,2024-05-06,2024-08-04,22290543,0,Pagado,0,Pacífico,Pasto
678,121,2022-02-04,2022-04-05,19287180,0,Pagado,0,Llanos,Villavicencio
679,90,2022-07-03,2022-10-01,20332800,8583472,En mora,822,Eje Cafetero,Armenia
680,186,2024-11-12,2025-01-11,15598860,15598860,Vigente,0,Pacífico,Pasto
681,220,2024-07-21,2024-08-20,62229758,0,Pagado,0,Santanderes,Cúcuta
682,115,2022-03-12,2022-05-11,1501740,0,Pagado,0,Pacífico,Popayán
683,194,2024-09-02,2024-11-01,20305124,0,Pagado,0,Caribe,Valledupar
684,174,2022-02-20,2022-05-21,282303,212959,En mora,955,Eje Cafetero,Pereira
685,40,2022-04-09,2022-05-09,12685352,0,Pagado,0,Pacífico,Buenaventura
686,22,2024-10-14,2025-01-12,12190200,12190200,Vigente,0,Llanos,Yopal
687,11,2023-01-03,2023-03-04,7374124,0,Pagado,0,Pacífico,Pasto
688,187,2024-11-29,2024-12-29,10191106,0,Pagado,0,Pacífico,Cali
689,191,2023-01-01,2023-03-02,30047404,0,Pagado,0,Santanderes,Cúcuta
690,47,2023-10-02,2023-12-31,15438456,0,Pagado,0,Llanos,Villavicencio
691,30,2023-07-28,2023-09-26,32419244,0,Pagado,0,Santanderes,Bucaramanga
692,186,2023-10-12,2023-12-11,17393292,0,Pagado,0,Pacífico,Pasto
693,210,2023-10-12,2024-01-10,4728297,4721097,En mora,356,Llanos,Yopal
694,196,2022-02-11,2022-05-12,36012676,0,Pagado,0,Llanos,Arauca
695,28,2024-10-04,2025-01-02,10565360,10565360,Vigente,0,Caribe,Valledupar
696,123,2023-02-03,2023-05-04,41332951,0,Pagado,0,Caribe,Santa Marta
697,78,2023-05-15,2023-06-14,508144,0,Pagado,0,Llanos,Yopal
698,64,2022-10-31,2023-01-29,8533980,3461815,En mora,702,Caribe,Santa Marta
699,158,2024-11-19,2025-01-18,2992544,2992544,Vigente,0,Pacífico,Pasto
700,44,2022-08-18,2022-10-17,2950057,0,Pagado,0,Caribe,Cartagena
701,78,2024-06-04,2024-09-02,10955775,0,Pagado,0,Llanos,Yopal
702,198,2022-02-27,2022-05-28,22151888,0,Pagado,0,Caribe,Santa Marta
703,69,2022-03-09,2022-04-08,7904484,0,Pagado,0,Santanderes,Bucaramanga
704,32,2024-10-17,2024-11-16,6689823,0,Pagado,0,Santanderes,Bucaramanga
705,150,2023-08-25,2023-09-24,5400814,0,Pagado,0,Santanderes,Barrancabermeja
706,220,2022-04-08,2022-06-07,36758410,22309661,En mora,938,Santanderes,Cúcuta
707,125,2023-10-22,2023-12-21,7182228,0,Pagado,0,Eje Cafetero,Armenia
708,147,2023-01-10,2023-03-11,5120830,0,Pagado,0,Llanos,Yopal
709,127,2022-07-24,2022-09-22,3839520,0,Pagado,0,Pacífico,Buenaventura
710,20,2023-09-15,2023-11-14,30185680,29965194,En mora,413,Pacífico,Popayán
711,95,2023-10-01,2023-11-30,1704808,0,Pagado,0,Pacífico,Cali
712,167,2022-06-12,2022-09-10,19186344,0,Pagado,0,Caribe,Santa Marta
713,19,2023-11-22,2023-12-22,12802080,0,Pagado,0,Llanos,Yopal
714,81,2024-09-02,2024-12-01,35488076,0,Pagado,0,Pacífico,Popayán
715,204,2023-03-02,2023-05-01,14105043,0,Pagado,0,Santanderes,Cúcuta
716,11,2024-01-18,2024-04-17,3840624,2556448,En mora,258,Pacífico,Pasto
717,54,2023-03-20,2023-05-19,28139741,0,Pagado,0,Caribe,Barranquilla
718,155,2022-05-16,2022-08-14,16502970,0,Pagado,0,Pacífico,Pasto
719,133,2022-12-03,2023-02-01,22235580,20577238,En mora,699,Caribe,Valledupar
720,10,2023-03-05,2023-04-04,34763008,0,Pagado,0,Caribe,Cartagena
721,43,2023-06-21,2023-07-21,10374304,0,Pagado,0,Pacífico,Buenaventura
722,38,2023-04-05,2023-06-04,30019652,0,Pagado,0,Santanderes,Barrancabermeja
723,202,2022-01-20,2022-02-19,506250,0,Pagado,0,Eje Cafetero,Pereira
724,25,2022-01-16,2022-03-17,31779399,0,Pagado,0,Pacífico,Buenaventura
725,163,2022-07-25,2022-09-23,16254400,0,Pagado,0,Eje Cafetero,Manizales
726,211,2022-08-06,2022-10-05,4363660,0,Pagado,0,Llanos,Villavicencio
727,164,2022-05-16,2022-07-15,16502970,0,Pagado,0,Llanos,Arauca
728,121,2022-06-23,2022-09-21,14674044,10430920,En mora,832,Llanos,Villavicencio
729,15,2024-05-23,2024-07-22,2457072,0,Pagado,0,Santanderes,Cúcuta
730,176,2023-08-21,2023-11-19,23735775,0,Pagado,0,Eje Cafetero,Pereira
731,159,2023-02-15,2023-04-16,8924160,0,Pagado,0,Caribe,Valledupar
732,146,2022-11-18,2022-12-18,1931748,1376208,En mora,744,Santanderes,Bucaramanga
733,108,2023-04-20,2023-07-19,1408484,0,Pagado,0,Eje Cafetero,Armenia
734,133,2023-06-13,2023-07-13,11140830,0,Pagado,0,Caribe,Valledupar
735,45,2023-09-04,2023-11-03,8096208,0,Pagado,0,Eje Cafetero,Armenia
736,72,2024-01-07,2024-02-06,1370166,0,Pagado,0,Eje Cafetero,Pereira
737,215,2023-09-13,2023-11-12,31677475,0,Pagado,0,Caribe,Barranquilla
738,202,2023-12-07,2024-03-06,11437530,0,Pagado,0,Eje Cafetero,Pereira
739,57,2022-11-27,2023-01-26,15276166,0,Pagado,0,Eje Cafetero,Manizales
740,20,2024-05-15,2024-06-14,866640,0,Pagado,0,Pacífico,Popayán
741,87,2022-01-15,2022-03-16,6073424,0,Pagado,0,Pacífico,Cali
742,9,2024-09-22,2024-10-22,4923530,0,Pagado,0,Llanos,Villavicencio
743,69,2023-02-02,2023-03-04,23981073,18360493,En mora,668,Santanderes,Bucaramanga
744,163,2022-03-10,2022-05-09,27845608,0,Pagado,0,Eje Cafetero,Manizales
745,193,2024-12-07,2025-03-07,10260954,10260954,Vigente,0,Llanos,Yopal
746,170,2022-06-28,2022-09-26,32667068,20114200,En mora,827,Santanderes,Bucaramanga
747,139,2024-07-03,2024-10-01,28295674,14698066,En mora,91,Llanos,Villavicencio
748,103,2023-06-07,2023-09-05,33110685,0,Pagado,0,Pacífico,Popayán
749,148,2023-08-25,2023-10-24,7138964,0,Pagado,0,Llanos,Villavicencio
750,23,2024-12-31,2025-03-01,443612,443612,Vigente,0,Santanderes,Bucaramanga
751,111,2023-06-19,2023-07-19,10375680,0,Pagado,0,Pacífico,Cali
752,139,2022-11-14,2023-01-13,2462130,1135755,En mora,718,Llanos,Villavicencio
753,2,2022-05-10,2022-07-09,29473416,13739838,En mora,906,Llanos,Villavicencio
754,79,2023-05-08,2023-07-07,3822708,2960231,En mora,543,Llanos,Villavicencio
755,26,2022-03-22,2022-04-21,25085070,23135999,En mora,985,Caribe,Sincelejo
756,16,2023-09-08,2023-11-07,34050360,0,Pagado,0,Pacífico,Popayán
757,4,2022-01-19,2022-03-20,6913296,0,Pagado,0,Santanderes,Bucaramanga
758,61,2022-08-17,2022-11-15,18650268,0,Pagado,0,Eje Cafetero,Pereira
759,172,2023-01-13,2023-04-13,9821805,0,Pagado,0,Caribe,Santa Marta
760,187,2022-02-18,2022-05-19,22151374,11094838,En mora,957,Pacífico,Cali
761,143,2024-03-10,2024-05-09,38629476,0,Pagado,0,Pacífico,Pasto
762,203,2024-08-21,2024-10-20,13157424,0,Pagado,0,Caribe,Santa Marta
763,183,2023-06-18,2023-09-16,7905274,7306258,En mora,472,Pacífico,Popayán
764,210,2022-10-13,2022-12-12,5965211,0,Pagado,0,Llanos,Yopal
765,171,2022-10-21,2023-01-19,50396148,39691135,En mora,712,Caribe,Valledupar
766,111,2024-02-19,2024-05-19,27641682,0,Pagado,0,Pacífico,Cali
767,64,2024-01-25,2024-02-24,18815434,0,Pagado,0,Caribe,Santa Marta
768,51,2022-09-21,2022-10-21,13131361,0,Pagado,0,Llanos,Arauca
769,119,2023-12-15,2024-03-14,13978980,0,Pagado,0,Santanderes,Cúcuta
770,84,2023-07-16,2023-10-14,37550088,28605278,En mora,444,Pacífico,Pasto
771,219,2023-05-20,2023-08-18,11124990,10031300,En mora,501,Santanderes,Cúcuta
772,205,2022-10-26,2023-01-24,43175707,0,Pagado,0,Caribe,Cartagena
773,138,2023-08-17,2023-11-15,1406824,0,Pagado,0,Pacífico,Buenaventura
774,139,2024-12-16,2025-03-16,3504408,3504408,Vigente,0,Llanos,Villavicencio
775,168,2024-07-02,2024-09-30,32045637,24095959,En mora,92,Santanderes,Barrancabermeja
776,79,2023-12-28,2024-02-26,1050511,0,Pagado,0,Llanos,Villavicencio
777,124,2022-11-12,2022-12-12,30127711,0,Pagado,0,Llanos,Yopal
778,88,2024-01-21,2024-02-20,3830184,1845213,En mora,315,Llanos,Yopal
779,47,2023-11-20,2024-02-18,12190800,0,Pagado,0,Llanos,Villavicencio
780,50,2023-08-04,2023-09-03,3275256,0,Pagado,0,Llanos,Villavicencio
781,136,2024-05-30,2024-06-29,18529650,10359510,En mora,185,Llanos,Yopal
782,37,2023-09-26,2023-10-26,549905,0,Pagado,0,Pacífico,Cali
783,210,2022-12-30,2023-02-28,3912585,2736701,En mora,672,Llanos,Yopal
784,36,2024-12-15,2025-03-15,464112,464112,Vigente,0,Llanos,Arauca
785,179,2022-01-14,2022-03-15,7173180,0,Pagado,0,Pacífico,Buenaventura
786,212,2024-03-13,2024-06-11,21413625,12759541,En mora,203,Llanos,Arauca
787,190,2023-05-18,2023-07-17,3290613,0,Pagado,0,Eje Cafetero,Manizales
788,70,2022-10-25,2022-12-24,942020,934330,En mora,738,Pacífico,Buenaventura
789,178,2024-01-08,2024-02-07,18654940,11661010,En mora,328,Caribe,Sincelejo
790,220,2022-09-10,2022-10-10,694908,0,Pagado,0,Santanderes,Cúcuta
791,200,2022-12-25,2023-01-24,3491360,0,Pagado,0,Llanos,Yopal
792,167,2022-08-16,2022-10-15,15755296,0,Pagado,0,Caribe,Santa Marta
793,57,2024-04-27,2024-06-26,53185020,0,Pagado,0,Eje Cafetero,Manizales
794,132,2024-06-17,2024-07-17,38900370,0,Pagado,0,Eje Cafetero,Pereira
795,175,2022-12-20,2023-03-20,2469216,0,Pagado,0,Caribe,Valledupar
796,144,2024-12-04,2025-01-03,12581784,12581784,Vigente,0,Llanos,Arauca
797,148,2024-09-26,2024-10-26,1886660,0,Pagado,0,Llanos,Villavicencio
798,206,2024-04-09,2024-07-08,16429677,7930897,En mora,176,Eje Cafetero,Pereira
799,180,2024-09-10,2024-10-10,1550235,0,Pagado,0,Caribe,Valledupar
800,146,2023-10-29,2023-11-28,28850778,0,Pagado,0,Santanderes,Bucaramanga
801,90,2022-09-14,2022-11-13,9542120,0,Pagado,0,Eje Cafetero,Armenia
802,219,2022-03-04,2022-05-03,27431129,26520676,En mora,973,Santanderes,Cúcuta
803,69,2022-02-27,2022-05-28,4608864,3170406,En mora,948,Santanderes,Bucaramanga
804,179,2022-11-09,2023-01-08,62306432,0,Pagado,0,Pacífico,Buenaventura
805,102,2024-12-21,2025-03-21,34242649,34242649,Vigente,0,Santanderes,Bucaramanga
806,72,2024-10-26,2024-12-25,14939698,0,Pagado,0,Eje Cafetero,Pereira
807,219,2023-01-27,2023-03-28,14778896,11720894,En mora,644,Santanderes,Cúcuta
808,35,2024-03-28,2024-06-26,23007000,17547405,En mora,188,Llanos,Villavicencio
809,56,2023-04-02,2023-05-02,2041280,842263,En mora,609,Eje Cafetero,Manizales
810,181,2022-11-07,2023-02-05,3677224,0,Pagado,0,Eje Cafetero,Manizales
811,200,2024-11-03,2024-12-03,21692406,0,Pagado,0,Llanos,Yopal
812,207,2023-02-18,2023-04-19,29580588,0,Pagado,0,Pacífico,Buenaventura
813,112,2024-06-24,2024-07-24,6650215,0,Pagado,0,Caribe,Sincelejo
814,123,2023-07-17,2023-09-15,20991308,0,Pagado,0,Caribe,Santa Marta
815,84,2022-08-17,2022-09-16,22361653,0,Pagado,0,Pacífico,Pasto
816,105,2022-07-19,2022-08-18,4375539,3687138,En mora,866,Eje Cafetero,Pereira
817,59,2022-03-06,2022-06-04,765814,0,Pagado,0,Pacífico,Pasto
818,13,2024-04-05,2024-05-05,3838920,0,Pagado,0,Santanderes,Cúcuta
819,123,2023-03-06,2023-04-05,17811088,0,Pagado,0,Caribe,Santa Marta
820,10,2024-05-06,2024-07-05,22290543,0,Pagado,0,Caribe,Cartagena
821,202,2022-03-24,2022-06-22,4668696,3837379,En mora,923,Eje Cafetero,Pereira
822,93,2022-04-14,2022-05-14,3560022,1654624,En mora,962,Caribe,Santa Marta
823,77,2023-06-21,2023-07-21,10374304,0,Pagado,0,Llanos,Yopal
824,127,2022-02-21,2022-04-22,10469173,0,Pagado,0,Pacífico,Buenaventura
825,66,2023-12-06,2024-02-04,31103270,0,Pagado,0,Santanderes,Barrancabermeja
826,180,2024-04-22,2024-05-22,1860575,0,Pagado,0,Caribe,Valledupar
827,83,2024-11-17,2024-12-17,11568792,0,Pagado,0,Caribe,Santa Marta
828,142,2023-11-23,2024-02-21,36345408,0,Pagado,0,Llanos,Arauca
829,28,2022-08-09,2022-11-07,1655448,679318,En mora,785,Caribe,Valledupar
830,193,2022-10-07,2023-01-05,12632781,11651659,En mora,726,Llanos,Yopal
831,95,2024-01-22,2024-03-22,18638640,11790053,En mora,284,Pacífico,Cali
832,123,2024-07-11,2024-10-09,17620448,14109332,En mora,83,Caribe,Santa Marta
833,214,2022-04-20,2022-05-20,4012476,0,Pagado,0,Santanderes,Cúcuta
834,51,2023-03-21,2023-06-19,40231224,0,Pagado,0,Llanos,Arauca
835,203,2024-09-23,2024-12-22,50289030,35517669,En mora,9,Caribe,Santa Marta
836,198,2023-08-28,2023-11-26,4119776,4000006,En mora,401,Caribe,Santa Marta
837,193,2024-05-12,2024-07-11,21052440,19945461,En mora,173,Llanos,Yopal
838,102,2022-08-17,2022-09-16,22361653,0,Pagado,0,Santanderes,Bucaramanga
839,73,2022-11-10,2023-02-08,1419216,0,Pagado,0,Eje Cafetero,Pereira
840,123,2023-08-22,2023-11-20,22571016,17121832,En mora,407,Caribe,Santa Marta
841,208,2024-01-23,2024-03-23,10258200,6955637,En mora,283,Caribe,Santa Marta
842,190,2023-01-16,2023-02-15,29143277,0,Pagado,0,Eje Cafetero,Manizales
843,134,2022-06-10,2022-07-10,27380900,22282502,En mora,905,Pacífico,Buenaventura
844,78,2022-09-01,2022-10-31,48683036,0,Pagado,0,Llanos,Yopal
845,86,2023-05-21,2023-07-20,51315360,0,Pagado,0,Llanos,Villavicencio
846,35,2022-08-04,2022-09-03,5612460,0,Pagado,0,Llanos,Villavicencio
847,38,2024-07-16,2024-09-14,43011360,33603716,En mora,108,Santanderes,Barrancabermeja
848,177,2024-10-21,2024-11-20,11131930,0,Pagado,0,Llanos,Yopal
849,24,2024-03-20,2024-06-18,9374664,0,Pagado,0,Pacífico,Cali
850,31,2023-08-11,2023-10-10,36306534,0,Pagado,0,Eje Cafetero,Armenia
851,140,2023-07-13,2023-09-11,19011069,0,Pagado,0,Santanderes,Cúcuta
852,190,2023-07-11,2023-09-09,29284580,13619628,En mora,479,Eje Cafetero,Manizales
853,159,2024-11-03,2024-12-03,477216,0,Pagado,0,Caribe,Valledupar
854,142,2024-07-20,2024-08-19,71259373,0,Pagado,0,Llanos,Arauca
855,127,2022-04-14,2022-05-14,18373184,0,Pagado,0,Pacífico,Buenaventura
856,12,2022-07-10,2022-08-09,10866189,0,Pagado,0,Caribe,Sincelejo
857,14,2023-02-03,2023-03-05,45243776,0,Pagado,0,Pacífico,Pasto
858,206,2023-12-23,2024-02-21,13096886,0,Pagado,0,Eje Cafetero,Pereira
859,58,2024-10-04,2024-11-03,16752369,0,Pagado,0,Caribe,Sincelejo
860,63,2024-10-04,2024-11-03,8374266,0,Pagado,0,Llanos,Villavicencio
861,167,2023-10-22,2023-11-21,5316657,0,Pagado,0,Caribe,Santa Marta
862,78,2022-12-26,2023-02-24,11224920,0,Pagado,0,Llanos,Yopal
863,156,2022-12-28,2023-01-27,1550235,1194094,En mora,704,Pacífico,Pasto
864,64,2024-11-01,2024-12-01,767786,0,Pagado,0,Caribe,Santa Marta
865,35,2024-03-28,2024-05-27,23007000,14685715,En mora,218,Llanos,Villavicencio
866,97,2023-02-05,2023-04-06,21826272,11188083,En mora,635,Caribe,Sincelejo
867,110,2024-06-28,2024-07-28,10391418,0,Pagado,0,Santanderes,Cúcuta
868,170,2023-01-14,2023-03-15,3684664,0,Pagado,0,Santanderes,Bucaramanga
869,142,2023-12-29,2024-02-27,37906200,0,Pagado,0,Llanos,Arauca
870,192,2023-04-05,2023-06-04,16211970,7800082,En mora,576,Caribe,Cartagena
871,218,2022-01-26,2022-03-27,6068751,0,Pagado,0,Caribe,Sincelejo
872,75,2023-07-14,2023-10-12,31350676,0,Pagado,0,Eje Cafetero,Pereira
873,52,2024-06-24,2024-08-23,5407360,0,Pagado,0,Eje Cafetero,Pereira
874,116,2024-05-17,2024-06-16,44099190,0,Pagado,0,Llanos,Arauca
875,39,2023-06-16,2023-07-16,7963362,5276504,En mora,534,Caribe,Valledupar
876,78,2022-03-28,2022-06-26,11867898,0,Pagado,0,Llanos,Yopal
877,96,2024-10-31,2024-12-30,13216082,11946936,En mora,1,Caribe,Cartagena
878,43,2022-02-06,2022-03-08,42955620,0,Pagado,0,Pacífico,Buenaventura
879,176,2022-07-19,2022-08-18,4566630,0,Pagado,0,Eje Cafetero,Pereira
880,151,2023-11-17,2023-12-17,30788892,0,Pagado,0,Eje Cafetero,Armenia
881,83,2022-05-04,2022-08-02,6253457,0,Pagado,0,Caribe,Santa Marta
882,142,2022-11-11,2022-12-11,342335,199808,En mora,751,Llanos,Arauca
883,101,2022-01-24,2022-04-24,13308958,11287923,En mora,982,Pacífico,Cali
884,91,2022-08-26,2022-09-25,30818640,0,Pagado,0,Llanos,Yopal
885,115,2022-04-22,2022-07-21,27380900,0,Pagado,0,Pacífico,Popayán
886,62,2024-06-14,2024-07-14,18602402,0,Pagado,0,Caribe,Barranquilla
887,204,2023-07-21,2023-08-20,13852500,0,Pagado,0,Santanderes,Cúcuta
888,86,2022-07-23,2022-09-21,6261816,0,Pagado,0,Llanos,Villavicencio
889,92,2024-09-04,2024-12-03,50896266,0,Pagado,0,Pacífico,Pasto
890,131,2024-01-28,2024-03-28,13350087,0,Pagado,0,Santanderes,Bucaramanga
891,161,2024-05-22,2024-08-20,241860,0,Pagado,0,Pacífico,Popayán
892,99,2024-07-05,2024-08-04,50966666,50512489,En mora,149,Pacífico,Popayán
893,131,2023-03-25,2023-05-24,2978421,0,Pagado,0,Santanderes,Bucaramanga
894,92,2023-08-09,2023-11-07,25448130,0,Pagado,0,Pacífico,Pasto
895,5,2024-07-20,2024-09-18,71259373,0,Pagado,0,Pacífico,Popayán
896,203,2023-05-31,2023-08-29,16702938,11621818,En mora,490,Caribe,Santa Marta
897,117,2024-11-21,2025-02-19,8123360,8123360,Vigente,0,Eje Cafetero,Armenia
898,182,2023-04-22,2023-05-22,11008007,4596081,En mora,589,Santanderes,Cúcuta
899,134,2022-09-22,2022-10-22,56250792,0,Pagado,0,Pacífico,Buenaventura
900,34,2022-09-14,2022-12-13,35344625,0,Pagado,0,Caribe,Cartagena
901,149,2024-01-22,2024-04-21,16902795,13168068,En mora,254,Santanderes,Barrancabermeja
902,90,2024-02-04,2024-04-04,8564269,0,Pagado,0,Eje Cafetero,Armenia
903,43,2023-02-04,2023-05-05,1734664,0,Pagado,0,Pacífico,Buenaventura
904,174,2022-07-08,2022-08-07,34975502,0,Pagado,0,Eje Cafetero,Pereira
905,174,2022-10-10,2022-11-09,33510915,0,Pagado,0,Eje Cafetero,Pereira
906,148,2024-10-01,2024-11-30,24622834,0,Pagado,0,Llanos,Villavicencio
907,85,2024-02-05,2024-05-05,11468930,8869078,En mora,240,Pacífico,Popayán
908,138,2024-07-28,2024-09-26,8496828,0,Pagado,0,Pacífico,Buenaventura
909,168,2023-11-26,2024-02-24,5964270,0,Pagado,0,Santanderes,Barrancabermeja
910,126,2022-09-10,2022-11-09,8845780,6206520,En mora,783,Caribe,Cartagena
911,103,2024-04-24,2024-07-23,19197621,13625657,En mora,161,Pacífico,Popayán
912,93,2023-10-01,2023-10-31,7638083,0,Pagado,0,Caribe,Santa Marta
913,172,2022-12-22,2023-03-22,10510849,0,Pagado,0,Caribe,Santa Marta
914,204,2024-03-28,2024-06-26,18568050,12696897,En mora,188,Santanderes,Cúcuta
915,25,2022-10-31,2022-11-30,6006807,3654689,En mora,762,Pacífico,Buenaventura
916,144,2024-03-08,2024-04-07,316454,0,Pagado,0,Llanos,Arauca
917,107,2024-10-25,2024-11-24,25216656,13521433,En mora,37,Pacífico,Popayán
918,115,2023-03-24,2023-04-23,6768000,0,Pagado,0,Pacífico,Popayán
919,132,2024-02-24,2024-05-24,15744190,0,Pagado,0,Eje Cafetero,Pereira
920,41,2023-04-23,2023-07-22,18996670,0,Pagado,0,Santanderes,Bucaramanga
921,219,2024-09-29,2024-12-28,13690450,0,Pagado,0,Santanderes,Cúcuta
922,74,2024-05-18,2024-08-16,313215,0,Pagado,0,Santanderes,Barrancabermeja
923,149,2024-02-08,2024-05-08,19810050,14294975,En mora,237,Santanderes,Barrancabermeja
924,7,2024-12-23,2025-01-22,57743736,57743736,Vigente,0,Eje Cafetero,Pereira
925,151,2023-08-19,2023-10-18,30986644,29261061,En mora,440,Eje Cafetero,Armenia
926,2,2022-02-05,2022-04-06,17277840,0,Pagado,0,Llanos,Villavicencio
927,214,2023-09-04,2023-10-04,52923897,47766800,En mora,454,Santanderes,Cúcuta
928,14,2022-07-17,2022-08-16,45294711,0,Pagado,0,Pacífico,Pasto
929,213,2024-08-28,2024-10-27,3154996,0,Pagado,0,Caribe,Sincelejo
930,218,2022-11-19,2023-02-17,4378416,0,Pagado,0,Caribe,Sincelejo
931,39,2024-12-04,2025-03-04,12581784,12581784,Vigente,0,Caribe,Valledupar
932,91,2023-06-11,2023-08-10,22795248,0,Pagado,0,Llanos,Yopal
933,43,2023-10-08,2023-12-07,41845380,27193556,En mora,390,Pacífico,Buenaventura
934,161,2024-02-05,2024-03-06,4048736,0,Pagado,0,Pacífico,Popayán
935,51,2023-01-13,2023-02-12,9821805,0,Pagado,0,Llanos,Arauca
936,166,2024-02-18,2024-04-18,3285044,3253064,En mora,257,Eje Cafetero,Pereira
937,24,2024-03-23,2024-06-21,2884656,0,Pagado,0,Pacífico,Cali
938,78,2023-08-22,2023-09-21,12745544,0,Pagado,0,Llanos,Yopal
939,139,2023-06-15,2023-07-15,43809200,0,Pagado,0,Llanos,Villavicencio
940,209,2022-11-24,2023-01-23,45576162,40669785,En mora,708,Caribe,Barranquilla
941,57,2024-07-15,2024-08-14,691596,0,Pagado,0,Eje Cafetero,Manizales
942,146,2023-10-18,2023-12-17,1196184,0,Pagado,0,Santanderes,Bucaramanga
943,133,2022-11-14,2023-02-12,29925456,0,Pagado,0,Caribe,Valledupar
944,155,2024-12-16,2025-02-14,5489704,5489704,Vigente,0,Pacífico,Pasto
945,152,2024-07-08,2024-10-06,5739220,4027183,En mora,86,Santanderes,Cúcuta
946,37,2022-04-08,2022-06-07,31862886,16244382,En mora,938,Pacífico,Cali
947,103,2022-01-14,2022-02-13,7889904,7775799,En mora,1052,Pacífico,Popayán
948,62,2024-05-21,2024-08-19,4045834,2551643,En mora,134,Caribe,Barranquilla
949,77,2024-04-06,2024-07-05,31081127,0,Pagado,0,Llanos,Yopal
950,67,2024-06-26,2024-07-26,26026917,0,Pagado,0,Pacífico,Popayán
951,115,2024-02-10,2024-04-10,28446266,0,Pagado,0,Pacífico,Popayán
952,95,2024-12-13,2025-02-11,978890,978890,Vigente,0,Pacífico,Cali
953,10,2023-02-13,2023-03-15,3116912,0,Pagado,0,Caribe,Cartagena
954,144,2023-01-19,2023-04-19,17384893,0,Pagado,0,Llanos,Arauca
955,9,2023-03-31,2023-06-29,3134454,0,Pagado,0,Llanos,Villavicencio
956,26,2024-08-26,2024-10-25,9459010,0,Pagado,0,Caribe,Sincelejo
957,121,2022-06-01,2022-07-31,7328680,0,Pagado,0,Llanos,Villavicencio
958,114,2022-09-23,2022-10-23,20373951,0,Pagado,0,Caribe,Valledupar
959,18,2024-02-04,2024-04-04,3780048,0,Pagado,0,Santanderes,Barrancabermeja
960,214,2024-12-22,2025-02-20,8502849,8502849,Vigente,0,Santanderes,Cúcuta
